idno,tail,head
"822750726","65172937","879322923"
"763898887","65172799","838346667"
"55237485","65183732","65183726"
"822761219","852920089","879329487"
"1176300513","1130909191","1130912017"
"822740799","65172479","879316614"
"1210058304","1130976018","1151492691"
"55229297","65181792","65181796"
"592398569","65174448","758602667"
"55227911","65182323","65182325"
"55227860","65172534","65172550"
"55228208","65181928","65181860"
"868716728","65181728","911731431"
"1104756780","65182243","1084213998"
"55227227","65182340","65182339"
"1218354103","65182376","1156832849"
"55235005","65182452","65182451"
"851401244","898976095","65182383"
"888326858","65172515","925988175"
"821633254","65182452","878510676"
"55227854","65181869","65181862"
"55229805","65181784","65181799"
"55235911","65174823","65174824"
"55229444","65181787","65181786"
"55230122","65181774","65181773"
"55230017","65172236","65172241"
"822739800","879315949","65172619"
"55229248","65172748","65172751"
"55229723","65181784","65181803"
"55228676","65182259","65181948"
"55229188","65172750","65172837"
"763652122","838185199","65172824"
"55227648","65172865","65172862"
"822728001","879308143","65172360"
"55229211","65172780","65172779"
"55228556","65172954","65172945"
"55235950","65172833","65172832"
"55227529","65182328","65182331"
"55229444","65181786","65181787"
"55227111","65181917","65181915"
"821633252","878510675","65183194"
"55228209","65182367","65182366"
"543231472","595858184","65181773"
"55227830","65182327","65182328"
"59619726","540646827","65181822"
"55234879","595859730","595859728"
"55229096","65172949","65172947"
"1220492713","1158226809","65182029"
"822797912","879353025","65172906"
"1220356397","1158138370","1158068417"
"55228118","65181960","65182266"
"55230106","65172274","65172247"
"55229698","65181801","65181807"
"55271972","65172529","65172528"
"55229571","65181804","65181803"
"55228521","65183163","65183173"
"824086299","65183647","880238169"
"1176289960","1130905818","65172436"
"55228921","65182383","65182382"
"55236461","65182389","65182386"
"55225911","65174798","65174829"
"543230540","595856886","65181740"
"55228921","65182382","65182383"
"55228937","65181941","65181942"
"55237722","65183194","65183206"
"763615172","65183191","838164266"
"584418572","718966170","644946063"
"1119281769","1094061930","1094061937"
"59611348","540635118","540635117"
"999336641","838166282","1008547521"
"569159350","65171205","644946063"
"822746434","879320171","65182279"
"822761226","879329490","65183718"
"822738151","65181937","879314908"
"822738154","879314909","65181807"
"822751278","879323262","65172622"
"55228673","65181821","65181827"
"55227764","65183209","65183195"
"55229705","65172672","65172681"
"55229453","65172654","65172651"
"55229540","65181794","65181793"
"55227192","65172901","65172897"
"55225850","65174665","65174666"
"55229519","65172786","65172783"
"888357373","926005010","65172833"
"1202864951","540635087","1147091954"
"55228549","65172935","65172925"
"1000127246","838166284","1008352938"
"1119281768","1094061937","1094061929"
"59928411","65174822","545630816"
"55230300","65172312","65172286"
"1220247297","65182091","1158069604"
"822739799","879315949","879315948"
"822743365","879308139","879318279"
"822750716","879322919","65172489"
"763615171","838164266","65183193"
"589122036","742752975","65172416"
"55227350","65172997","65172996"
"543231475","595858184","65181774"
"822782817","879343304","65183767"
"55227309","65181880","65181879"
"888351890","65173002","926001980"
"55226186","65174817","65174786"
"888418295","926040899","65172963"
"822731286","718947191","879310324"
"1220492714","926042145","1158226809"
"55227629","65172998","65173002"
"888361644","65172931","926007481"
"822750726","879322923","65172937"
"998879056","1008280790","595988113"
"55230441","65172267","65172285"
"55226635","65183715","65183716"
"1220998926","926007483","1158570210"
"55229162","65181940","65181937"
"822738150","879314908","65181796"
"822751280","879323263","879323262"
"1220207891","65182312","1158044900"
"998879054","1008280790","65172427"
"55229059","65182385","65182386"
"1119281765","851881277","1094061935"
"55230328","65182023","65182022"
"55227118","65181918","65181917"
"1101663371","1082248344","65172954"
"543237385","595868410","65182305"
"822659707","65172282","879264598"
"55227274","65173003","65172901"
"55229835","65181802","65181800"
"1220137668","65174809","1158000051"
"55229557","65172773","65172756"
"55229848","65172671","65172666"
"1220207871","1158044888","880255797"
"824136647","65182334","880270368"
"1220185139","879262129","1158030921"
"55229983","65172663","65172667"
"55227168","65182341","65182340"
"55230295","65182022","65182029"
"992771838","65172883","65172884"
"568462234","638565045","65182070"
"55230387","65172615","65172620"
"55225773","65174799","65174829"
"998930845","1008312323","65181972"
"998648194","838166282","1008122591"
"55228973","65172828","65172827"
"822678101","879276828","879276831"
"55226947","65173008","65173009"
"55229420","65182219","65182239"
"55226230","65174828","65174825"
"55228958","65172911","65172838"
"1165432067","65172222","1123905734"
"55228760","65172831","65172835"
"822779810","879341221","65181725"
"824086652","65172814","880238386"
"59606380","540408209","65181965"
"59613511","540635756","540408211"
"1220416425","1158138370","1158179641"
"824144085","65172877","880275011"
"1220193549","65172998","1158036488"
"55236395","65172234","65172230"
"55230083","65172622","65172662"
"55228199","65172523","65172527"
"62287053","65181991","540408216"
"822745128","879319344","852920088"
"822764624","65181725","879331634"
"822779812","879341222","65181779"
"888420269","926042149","65182076"
"59611293","540635089","65172930"
"1220024932","1157926621","65182210"
"1209615482","1130959883","1151219941"
"55271976","65172570","65172569"
"589165166","749445154","65181857"
"763652122","65172824","838185199"
"999000206","1008352933","65183715"
"998641559","65172853","1008118380"
"1220285678","742752812","1158094495"
"1220207874","880255797","1158044889"
"1220302684","1158105011","880249054"
"55228153","65172845","65172846"
"892058819","844664819","929221967"
"55228419","65172815","65172813"
"55229961","65172234","65172227"
"1220024933","65182214","1157926621"
"55228457","65183160","65182395"
"1220301024","1158104138","879307715"
"1220359500","1158140149","838188381"
"55229267","65182067","65182255"
"55226680","65174820","65173039"
"55229577","65182072","65182068"
"1220389957","1158161925","1130959884"
"55230307","65172280","65172279"
"55236465","65172751","65172752"
"824103475","65172797","880249054"
"55228624","65182273","65182269"
"55228881","65172414","65172411"
"59611349","65172800","540635118"
"55229029","65181939","65181937"
"55228171","65172817","65172812"
"55228867","65172917","65172919"
"1202717701","65182324","1146993223"
"55228571","65181948","65181952"
"55235953","65172832","65172830"
"998641555","1008118378","65182219"
"822647972","65172210","879256538"
"55228178","65172526","65172522"
"55228165","65181929","65181860"
"825501784","849129245","881237351"
"55227226","65173036","65173042"
"824104811","880249825","65182319"
"59607514","540631817","65172985"
"55226246","65174786","65174784"
"822731286","879310324","718947191"
"1220193548","1158036488","65173000"
"592395956","758594752","758594751"
"55229391","65172774","65172778"
"55229429","65182098","65182214"
"55227888","65183207","65183205"
"55227990","65182365","65182399"
"55228087","65172852","65172850"
"55229057","65172477","65172475"
"55227050","65182319","65182333"
"55235910","65174821","65174822"
"55229058","65172795","65172799"
"822782816","65183768","879343304"
"888351908","926001988","926001982"
"55228985","65172475","65172416"
"1220302685","65172507","1158105011"
"55227591","65172993","65172995"
"55227172","65173005","65173011"
"59619716","540646817","65181926"
"55230228","65172290","65172282"
"824094672","880243352","65173033"
"55229212","65172754","65172916"
"55228764","65181947","65181945"
"55227076","742758871","65181900"
"55228431","65182372","65182373"
"822744730","879319105","65172304"
"1218354112","1156832856","65182382"
"822794115","879350701","65182383"
"59611315","65172840","540635098"
"1220196972","1158038816","1158038817"
"55227363","65182339","65182418"
"1220209887","1158045985","65172491"
"55229024","65172947","65172941"
"1220138114","65183767","1158000288"
"55227942","65172847","65172881"
"55229973","65182078","65182077"
"55228257","65172939","65172937"
"822745117","852916651","879319341"
"55227826","65172863","65172861"
"55230110","65181774","65181798"
"1104756781","1084213998","1082173018"
"55230436","65172609","65172593"
"822626897","806309215","879241971"
"55228284","65182265","65181959"
"59619718","540646818","65181857"
"825627107","65181783","881319296"
"55229198","65181714","65181819"
"1202860066","1147089222","65182340"
"55230333","65172283","65172285"
"55235895","65173040","65173041"
"55225963","65174703","65174712"
"1202500795","1146861220","65174671"
"55229395","65181790","65181791"
"55228868","65183152","65182390"
"891822321","929070736","65181955"
"55227491","65173027","65173028"
"1202864950","1147091954","65172984"
"55228041","65181853","65181829"
"55271838","65172239","65172234"
"55229952","65181780","65181784"
"55237702","65172436","65172434"
"55227782","65181864","65181863"
"55229244","65172753","65172751"
"55236558","65183733","65183766"
"55228762","65182258","65182259"
"55230219","65182027","65182012"
"55229354","65182241","65182239"
"55229687","65182066","65182065"
"822661237","879265695","879265696"
"55236345","65181779","65181778"
"822727977","65172362","879308134"
"822727989","879260492","879308139"
"822735591","879313126","65172384"
"55226770","65183666","65181913"
"1220301518","1158104385","718946975"
"55229217","65182355","65182215"
"55230437","65172325","65172593"
"55229707","65182066","65182064"
"55226794","65173007","65172909"
"584402410","718946975","65172749"
"891767343","65181944","929036661"
"55237151","65172917","65172918"
"999321186","65172868","1008538635"
"1220137827","1008352945","1158000131"
"822649688","879257731","65172230"
"1218655203","1157029091","718946815"
"55225859","65174787","65174791"
"1220196733","65172489","1158038699"
"55226635","65183716","65183715"
"1000052339","718946786","1009005520"
"55230223","65172620","65172623"
"55228165","65181860","65181929"
"1220207991","1158044962","1084081463"
"824101639","880247875","65172508"
"55227781","65173019","65173024"
"55229158","65181830","65181732"
"55227030","65172896","65172879"
"55228308","65182367","65182369"
"55228809","65181840","65181838"
"55228752","65172506","65172511"
"891788938","65181708","929049930"
"55228994","65182389","65182390"
"1220205742","65182330","1158043713"
"59928410","65181876","545630816"
"888355813","926004107","65172856"
"891759630","65181952","929031868"
"888355781","65172897","926004094"
"59611400","540635143","65174653"
"55228845","65172838","65172840"
"55228917","65172940","65172919"
"1220235344","1158061956","1147078831"
"55228903","65181818","65181832"
"998641551","1008118376","65182078"
"1103454615","1083398663","65181786"
"55226295","65174623","65174646"
"55229265","65172920","65172759"
"55228855","65172798","65172794"
"55228448","65182369","65182371"
"1202859618","65182385","1147088996"
"55229079","65172477","65172479"
"55227615","65181865","65181864"
"888341604","925996471","65174441"
"822654660","879260493","879261128"
"55227961","65172887","65172929"
"55227969","65172499","65172498"
"55225991","65174654","65174672"
"998641555","65182219","1008118378"
"1202860065","880270370","1147089222"
"55229404","65181808","65182067"
"55236470","65172671","65172672"
"1119381311","1094121034","65181707"
"55228711","65172915","65172923"
"822794262","879350777","65183644"
"1203391942","65182076","1147407523"
"1210058305","1151492691","1130976019"
"584402137","718946815","65174458"
"569159349","644946063","65171209"
"888349205","926000588","758594752"
"998648187","1008122587","65173003"
"55229086","65181831","65181830"
"891842016","65181849","929083243"
"59613512","540408211","540635095"
"888355788","926004097","926004092"
"584402686","65172491","718947230"
"822625708","718966170","879241060"
"824087612","65172853","880238991"
"59611340","65172496","540635111"
"55229453","65172651","65172654"
"998641553","1008118377","65182211"
"785012552","65182322","852916641"
"543231443","595858157","65183670"
"59611324","540635103","540635102"
"55229056","65172478","65172477"
"822744978","65181808","879319272"
"55229380","65182238","65182239"
"55226141","65183635","65183646"
"55226078","65174797","65174781"
"55229685","65172671","65172682"
"822739802","65172384","879315950"
"584418567","65171211","718966170"
"55236389","65172311","65172312"
"999887687","1008901359","718946786"
"1202865537","65182012","1147092268"
"1220301024","879307715","1158104138"
"822659708","879264598","65172276"
"55229345","65181791","65181792"
"59611292","65172928","540635089"
"891818067","929068001","852920097"
"55229215","65182276","65182097"
"822739798","65172609","879315948"
"55230161","65181772","65181775"
"888340370","65172909","925995803"
"55272009","65183725","65183724"
"1202860065","1147089222","880270370"
"55229408","65172655","65172658"
"55228649","65181938","65181952"
"999321187","1008538635","65172867"
"62287044","540635676","65181991"
"55229064","65182251","65182255"
"822722952","879304824","65172479"
"998648159","65182378","1008122572"
"824101178","880247602","65172504"
"55228367","65181932","65181927"
"55228802","65181815","65181820"
"822739796","879315947","879315946"
"55230256","65172286","65172318"
"1203696753","1008118378","1147601033"
"55228968","65182254","65182261"
"1220137666","65174834","1158000050"
"1220359501","65182083","1158140149"
"1220185171","65172241","1158030937"
"822678097","65181805","879276828"
"55227847","65183207","65183206"
"891833010","540408209","929077581"
"1210058306","1151492692","1130909193"
"822779583","879341081","820152073"
"822800262","65174776","879354645"
"1202717802","65182328","1146993284"
"1202841603","65172645","1147078830"
"55227093","65182334","65182335"
"868717622","911731942","65182028"
"55229202","65172752","65172910"
"822654656","879261125","879260493"
"55226877","65183716","65181921"
"55227094","65182333","65182334"
"62287045","65181990","540635676"
"999336644","1008518029","1008547522"
"55228772","65172501","65172506"
"888356615","926004545","65172810"
"824104810","65182317","880249825"
"888360950","540635098","926007064"
"822735592","65172644","879313126"
"822722261","65181801","879304370"
"822745118","65182322","879319341"
"55230035","65181798","65181780"
"55230070","65172321","65172385"
"55230090","65181778","65181756"
"55229213","65172754","65172752"
"1220207892","1158044900","65182306"
"55227647","65182450","65182451"
"55236367","65181726","65181720"
"55235961","65172819","65172822"
"1220285755","1158094533","742752867"
"1220207874","1158044889","880255797"
"55227390","65172901","65172886"
"1220245269","1158068457","65172774"
"55271982","65172536","65172532"
"888333975","925992153","65172545"
"55228989","65181942","65182251"
"55235900","65173011","65173012"
"568462233","65182071","638565045"
"55225893","65174799","65174797"
"55227722","65172550","65172552"
"55226369","65183630","65183633"
"55226681","65173039","65174814"
"55227058","65182335","65182336"
"824153091","880280493","65172898"
"55226765","65181876","65181881"
"1220196649","1158038657","925992146"
"1202859618","1147088996","65182385"
"1176423782","65172529","1130983604"
"822728706","65183186","879308616"
"822761227","879329490","65183720"
"824086951","65181933","880238565"
"1202248707","65174674","1146707601"
"891962150","929161663","65172232"
"55229061","65181809","65181811"
"55229376","65172656","65172653"
"55229686","65172671","65172668"
"55229688","65181806","65182065"
"55229571","65181803","65181804"
"55227431","65181967","65181968"
"888355768","926004088","65172884"
"55226027","65183676","65183671"
"55230257","65172282","65172286"
"55226324","545846349","545846351"
"1220416426","65172782","1158179641"
"55235523","65174796","65174795"
"55226825","65173040","65173047"
"543237384","65182310","595868409"
"55228038","65172525","65172524"
"55229417","65172760","65172773"
"822743365","879318279","879308139"
"55226865","65173007","65173006"
"55229234","65172367","65172392"
"998879055","65172434","1008280790"
"55228794","65172923","65172921"
"55230328","65182022","65182023"
"55228710","65172925","65172923"
"1220246125","65181696","1158068960"
"55229356","65172748","65172685"
"1202864949","1147091953","1130905822"
"55226200","65174826","65174825"
"55229005","65172484","65172478"
"55229960","65172240","65172239"
"55229957","65182077","65182063"
"55230210","65172291","65172287"
"763657347","838188381","65182078"
"55225905","65183648","65183653"
"592395959","758594766","758594764"
"888357380","926005012","65172839"
"55226545","65174816","65174821"
"822659708","65172276","879264598"
"592395962","758594764","758594768"
"1209615464","1151219930","1151219931"
"822728706","879308616","65183186"
"822750703","65172985","879322913"
"763615170","65183193","838164265"
"55227120","65181918","65181919"
"1202860272","880270367","1147089332"
"55226466","65183633","65183632"
"55228554","65172509","65172508"
"888355014","926003638","926003635"
"888356621","65172814","926004547"
"55227102","65172898","65172896"
"55227496","65182446","65182447"
"822678100","879276831","65181807"
"55228749","65172924","65172943"
"1220137667","1158000050","1158000051"
"55225858","65174788","65174706"
"55228570","65182265","65181948"
"822730819","879310020","65181929"
"55228327","65172958","65172937"
"55229674","65182216","65182211"
"55234617","65182352","65182354"
"1220196650","925992144","1158038657"
"543237393","595868425","65183648"
"1211656502","596423919","1009005519"
"55228062","65181869","65181826"
"55235894","65173041","65173039"
"55228156","65172524","65172521"
"825627105","65181782","881319295"
"822659707","879264598","65172282"
"55229662","65182070","65182069"
"55236431","65172367","65172479"
"55228945","65181924","65181922"
"888356270","65172520","926004355"
"55228404","65172936","65172933"
"1104756781","1082173018","1084213998"
"828673175","65172394","883411138"
"1220196971","1130963393","1158038816"
"55228761","65172830","65172831"
"55228846","65172838","65172831"
"55226762","65173015","65174782"
"55228359","65172849","65172844"
"851319791","718946788","898926777"
"543230507","886281969","595856543"
"825501400","849142204","881237164"
"822651948","879259264","838346665"
"55230487","65172593","65172595"
"1220247354","65182360","1158069627"
"1219386787","1157493078","65172544"
"1220207892","65182306","1158044900"
"55228358","65172851","65172849"
"55229668","65172668","65172657"
"59607516","540631818","65172999"
"592395957","758594750","758594752"
"55235007","65182452","65183192"
"1220205741","1146993223","1158043713"
"824090472","880240782","65182326"
"998930844","65181957","1008312322"
"998662924","1008131862","822544745"
"55227941","65172882","65172847"
"543230496","595856538","65181703"
"1220209897","718947230","1158045986"
"55225748","65174845","65174839"
"1218655204","65174658","1157029091"
"888435875","65172783","926051299"
"822649689","879257731","879242831"
"55226486","597410561","595859728"
"55271837","65172242","65172243"
"55227847","65183206","65183207"
"1220301697","65183179","1158104480"
"55226628","65174814","65174782"
"55439714","65181884","65181883"
"822738153","65181806","879314909"
"763613003","838162995","65174796"
"998930842","540408216","1008312321"
"55236238","65183178","65183179"
"55228717","65182380","65182391"
"55228627","65172832","65172835"
"888333976","925992153","65172544"
"824144082","880275010","65172860"
"55228146","65182368","65182365"
"55236944","65182026","65182050"
"1176423784","1130983605","65172545"
"1165811428","879307717","971071820"
"891795702","65181736","929054049"
"888355808","926004105","65172859"
"55229319","65172395","65172392"
"55227695","65181890","65181895"
"55230390","65172611","65172606"
"55229311","65172762","65172759"
"1220247375","1147089034","1158069645"
"55439725","65181903","65181901"
"55235521","65174811","65174809"
"55229301","65182241","65182222"
"55226067","65174653","65174672"
"1104527914","1084081463","65182308"
"55228807","65182264","65182273"
"55441709","65174806","65174805"
"55227924","65181829","65181869"
"1215024374","65172498","1130914842"
"55229087","65181830","65181819"
"55229217","65182215","65182355"
"1202846595","65182329","1147081744"
"59613513","540635758","540635756"
"55226999","65173011","65173014"
"55227040","65173006","65172903"
"822779809","65181779","879341221"
"826957584","882216059","65174641"
"55228716","65182381","65182380"
"55271782","65183206","65183205"
"1172454411","1128338546","65172869"
"880739073","758594740","920127256"
"763615169","838164265","65183205"
"1220185170","879262129","1158030937"
"822750725","879322923","65172936"
"55228763","65182258","65181951"
"55230004","65172230","65172229"
"998662928","1008131864","65172587"
"55229082","65182352","65182276"
"55225876","65174789","65174713"
"1165432066","879242831","1123905734"
"55229416","65172395","65172652"
"1202860273","1147089332","65182335"
"891788940","929049931","65181708"
"999000209","1008352934","65183725"
"59611350","540635117","65172819"
"888418296","65172968","926040899"
"55228708","65172833","65172829"
"55226324","545846351","545846349"
"55227993","65183205","65183217"
"822743366","879318279","879316614"
"55228230","65181930","65181928"
"1119281767","926007157","1094061936"
"589122003","742752820","742752811"
"1220185171","1158030937","65172241"
"55230003","65181724","65181778"
"888356269","65172519","926004354"
"55227322","65182331","65182332"
"55229363","65182073","65182074"
"55229416","65172652","65172395"
"55227527","65173028","65181865"
"55228992","65172916","65172919"
"824153088","65172885","880280492"
"842215607","892575599","65183722"
"763652120","838185198","838185197"
"55226102","65174785","65174798"
"822728716","65182433","879308619"
"55226142","65174826","65183635"
"998879054","65172427","1008280790"
"824094669","880243351","65172998"
"55237722","65183206","65183194"
"732272743","65181706","816465164"
"822661391","879265771","879265770"
"1220496239","1158228502","644946062"
"1220208151","1158045060","65182305"
"55228728","65172487","65172486"
"55229232","65181847","65181792"
"59613109","65181972","540635682"
"732272744","816465164","65181700"
"55228416","65172960","65172969"
"822794260","65183643","879350776"
"55228808","65182264","65182259"
"55229315","65172746","65172757"
"55226485","65183767","65183734"
"55228276","65182373","65182368"
"55227104","65172903","65173004"
"1220193548","65173000","1158036488"
"822730828","879310023","65181989"
"822764622","879331633","65181721"
"55227612","65182323","65182324"
"55227467","65172891","65172886"
"888357382","65172835","926005013"
"55226252","65174825","65174818"
"55228221","65172522","65172518"
"55228392","65172491","65172492"
"824086653","880238386","65172815"
"55388224","540635116","65172824"
"55227954","65183218","65183210"
"59928410","545630816","65181876"
"822761227","65183720","879329490"
"55227482","65182294","65182293"
"55228944","65181924","65181938"
"568462233","638565045","65182071"
"577767860","638567207","540408216"
"59588345","540371289","65174652"
"55228086","65172929","65172852"
"55229985","65182062","65182063"
"55230323","65172283","65172286"
"55235892","65173047","65173041"
"1218354103","1156832849","65182376"
"1103486874","1083418926","742758871"
"55227466","65172891","65173003"
"589124763","742758871","65181912"
"59612941","65181990","540408217"
"864283523","908779899","65174441"
"543230498","595856539","595856536"
"55229426","65182097","65182094"
"55226642","65174620","65172873"
"569148206","642567273","540635116"
"55236431","65172479","65172367"
"55229541","65181788","65181793"
"55229560","65172654","65172657"
"55236466","65172750","65172749"
"55229198","65181819","65181714"
"1203391943","1147407523","1008118376"
"55227351","65182330","65182331"
"55236350","65182199","65182091"
"822651947","879259264","65172238"
"55229450","65181805","65181804"
"55228828","65182357","65182361"
"589122015","65172430","742752867"
"824086656","880238387","65172912"
"55235709","65174646","65174651"
"55235958","65172804","65172800"
"55227391","65172885","65172886"
"822727992","879308140","879260491"
"55229323","65182215","65182217"
"55229686","65172668","65172671"
"891795703","65181720","929054050"
"888326861","65172497","925988176"
"772949675","844664819","65181920"
"55228395","65182366","65182370"
"55228418","65172843","65172815"
"717637437","806309214","806309213"
"55228283","65182265","65182266"
"1202248745","65174801","1146707625"
"1215024192","1130914843","1130914842"
"1162571031","863207280","1122187583"
"821633254","878510676","65182452"
"1220196644","1158038654","1154634225"
"55236653","65173035","65173031"
"888357379","65172841","926005012"
"543237392","65183647","595868425"
"55228578","65172945","65172946"
"822750730","879322925","65172809"
"55229973","65182077","65182078"
"55236411","65172230","65172236"
"55235906","65173016","65173012"
"55227293","65172878","65172883"
"55228703","65182358","65182361"
"55388223","65172824","540635115"
"55229298","65182098","65182215"
"55227025","65182336","65182343"
"822744731","879319105","65172592"
"1202859571","1147088971","65182335"
"59611299","540635090","65172936"
"55230296","65182022","65182027"
"1202248746","1146707625","65174796"
"55229986","65182060","65182062"
"55227977","65172983","65181825"
"55228115","65172938","65172939"
"1220209896","65172503","1158045986"
"1220208412","1158045194","595868411"
"55230194","65172621","65172616"
"55230203","65172293","65172292"
"1220205741","1158043713","1146993223"
"55225956","65174674","65174671"
"717637439","742752616","806309215"
"55230199","65172218","65172275"
"824136651","880270370","65182433"
"55229755","65172673","65172672"
"891839941","65181733","929081939"
"888355770","926004089","926004088"
"55229399","65182074","65182072"
"55229382","65181796","65181805"
"55229202","65172910","65172752"
"55229239","65172683","65172747"
"888351903","65173026","926001986"
"55227041","65172902","65172903"
"888355022","926003639","926003642"
"55230037","65172232","65172211"
"55230221","65172314","65172318"
"55230439","65172325","65172307"
"55229502","65182095","65182094"
"763613954","838163555","65183723"
"543230508","595856543","65181710"
"55226764","65181881","65183636"
"55226977","65172905","65172904"
"55272032","65182307","65182308"
"822750715","65172492","879322919"
"59611325","540635104","65172814"
"55236056","65172890","65172894"
"55228786","65172794","65172512"
"763618579","838166279","65182293"
"55229901","65182061","65182060"
"1220247376","65182355","1158069645"
"55226352","65174824","65174828"
"1176388297","1130963391","1130905820"
"55227737","65182451","65183191"
"55229980","65181780","65181779"
"1103462085","65174817","1083403183"
"1220290745","65181772","1158097335"
"1219386788","65172543","1157493078"
"1218382384","65182015","1156852212"
"543237390","595868413","65183647"
"1220245211","1158068417","65172785"
"543237407","65183646","595868424"
"891839940","929081938","65181733"
"55227920","65181888","65181892"
"55227687","65173025","65173026"
"55229848","65172666","65172671"
"55236477","65172911","65172910"
"55227923","65181883","65181829"
"55226486","595859728","597410561"
"55234945","65182308","65182312"
"55227351","65182331","65182330"
"55230324","65172279","65172283"
"55234615","65182359","65182355"
"55226673","65181909","65183656"
"55228461","65172933","65172935"
"55228471","65172971","65172972"
"55228303","65172427","65172426"
"999887688","718946816","1008901359"
"55439720","65173022","65172974"
"55227156","65181977","65181976"
"55228526","65172508","65172504"
"740915436","65172827","65172824"
"763618586","65182377","838166283"
"55229161","65181940","65181942"
"543230497","595856538","595856539"
"55230299","65172312","65172313"
"822794259","879350776","65183640"
"55271834","65172645","65172644"
"592395973","758594783","758594770"
"999504924","65183208","65183195"
"888355800","65172859","926004101"
"55229438","65172652","65172651"
"55229723","65181803","65181784"
"577767859","638567207","638565124"
"888417468","65172974","926040375"
"584402686","718947230","65172491"
"55228957","65172912","65172911"
"888361642","926007480","540635090"
"55228318","65172810","65172812"
"824153090","65172897","880280493"
"55226400","597410561","545846351"
"888355783","926004094","926004095"
"55230179","65182012","65182062"
"55227567","65182447","65182450"
"999887689","596423918","1008901360"
"55228326","65172963","65172958"
"1165818154","65182026","1124167623"
"55226135","65174786","65174785"
"55229054","65182359","65182354"
"55227467","65172886","65172891"
"55228201","65182290","65182289"
"1062517187","1054686141","65181708"
"1220281691","925992148","1158092064"
"888381359","65172658","926018923"
"822625708","879241060","718966170"
"824136646","880270368","65182339"
"55226331","65174783","65174817"
"1202841601","65172596","1147078829"
"55227484","65182418","65182446"
"55227846","65183207","65183210"
"785012564","65182298","852916651"
"1119281758","65172551","1094061931"
"55227941","65172847","65172882"
"55227986","65173018","65172961"
"880739074","920127257","65181689"
"785017257","852920090","65182303"
"55229701","65181728","65181698"
"55227862","65172889","65172984"
"888341605","718946788","925996471"
"55228304","65172422","65172426"
"55230200","65172369","65172293"
"824136643","880270367","65182340"
"584418569","65172222","718966171"
"55226424","65174778","65174777"
"55229068","65172940","65172920"
"55227841","65172862","65172882"
"1220207990","65182330","1158044962"
"822767463","65174789","879333402"
"55227591","65172995","65172993"
"1215706628","925992150","65172529"
"824090473","880240782","65182324"
"1220359500","838188381","1158140149"
"55230398","65172605","65172323"
"55227084","65181906","65181912"
"822744979","879319272","65182072"
"543237406","65183664","595868423"
"1220137917","1158000077","1158000183"
"1220359501","1158140149","65182083"
"998648158","1008122572","65182377"
"891841227","65181835","929082743"
"999887683","758602666","1008901357"
"999336642","1008547521","595859730"
"822750718","65172497","879322920"
"55228784","65182361","65182377"
"1218382383","1156852212","65182022"
"55229917","65181781","65181725"
"543230509","595856541","595856543"
"55225912","65174798","65174797"
"822739794","879315945","65172325"
"1220185139","1158030921","879262129"
"55227896","65172999","65173000"
"732272741","65172241","816465163"
"822750730","65172809","879322925"
"888356356","65172492","926004403"
"55229630","65181793","65181789"
"55229751","65181695","65181697"
"55229783","65182065","65182061"
"543237392","595868425","65183647"
"55236475","65172749","65172751"
"55229864","65172667","65172672"
"55228586","65172505","65172507"
"868716728","911731431","65181728"
"55439722","65172982","65172983"
"55229420","65182239","65182219"
"763613003","65174796","838162995"
"763652119","838185197","820126730"
"1215014763","65172529","1154634223"
"55226658","65183716","65183718"
"55228508","65172954","65172959"
"55228685","65182381","65182392"
"55226852","65173009","65173007"
"55229159","65181702","65181809"
"888333956","65172569","925992143"
"55227119","65181979","65181919"
"55227188","65172868","65172876"
"891818068","65182308","929068001"
"59611351","540635116","540635115"
"589121996","742752811","595988111"
"55229451","65181804","65181795"
"55228220","65172428","65172439"
"822739795","879315945","879315946"
"55228980","65172917","65172910"
"888340369","65174697","925995802"
"55227147","65173033","65173036"
"888417467","926040375","65172968"
"892056618","65183670","929220610"
"55229080","65172801","65172821"
"55229089","65182360","65182376"
"55225992","65174671","65174654"
"589165167","749445154","65181860"
"543237404","65183665","595868422"
"55228173","65172973","65172981"
"543228123","65174795","65174806"
"543231438","595858157","65183666"
"55226224","65183643","65183644"
"1220301025","65183207","1158104138"
"55226932","65173037","65173040"
"888360949","926007064","65172912"
"543246301","65172946","595888798"
"55236493","65181889","65181890"
"55236454","65172786","65172785"
"55236473","65172748","65172746"
"55228040","65181853","65181888"
"1220235345","926007483","1158061956"
"998879053","65172432","1008280790"
"822738153","879314909","65181806"
"55229804","65181799","65181801"
"55229360","65181795","65181791"
"55228333","65172516","65172514"
"55235960","65172799","540635117"
"1000052337","1009005519","596424129"
"55227127","65182341","65182420"
"822797912","65172906","879353025"
"55229087","65181819","65181830"
"55227694","65172556","65172557"
"55229359","65181796","65181795"
"55226129","65174447","718946816"
"1215024193","65172496","65172497"
"55229755","65172672","65172673"
"55227817","65173018","65173019"
"1203392146","838346665","1147407631"
"55229216","65182271","65182097"
"55229281","65181711","65181714"
"891841225","65181833","929082742"
"55227085","65181906","65181900"
"55227788","65172857","65172559"
"55227873","65172861","65172855"
"55229285","65172787","65172789"
"55229220","65182222","65182376"
"1202860273","65182335","1147089332"
"55229450","65181804","65181805"
"1220492713","65182029","1158226809"
"822665791","879268657","65172369"
"55229409","65172787","65172777"
"55228837","65181945","65181939"
"824101640","65172518","880247875"
"888351904","926001986","65173020"
